Field Name,Field Key,Type,Custom Type,Hits (Sampled),Projects Using,Project List,Is Global,Context Count,Status
Rank,customfield_11412,any,com.pyxis.greenhopper.jira:gh-lexo-rank,4949,104,"AA, ABAHS, ABI, AFIN, AHSAPP, AHSBA, API, APPL, ARCHTEAM, ARE, ASE, AUTHO, AWEB, AWSC, BC, BDS, CASHAPP, CHEM, CI, CLOUDENG, CO, CONTIMP, CORPNET, CPE, CRMMG, CSC, CSIRT, CSIRTOLD, CSVC, CT, DAB, DBAT, DEV210, DG, DR, DSML, EA, EC, EDP, ENG, ERPS, FCP, FDI, FIN, FINE, FINENG, FLEXIND, FLEXUS, FPMD, FSA, FTT, GRC, HB, HE2E, INT210, ISAUTO, IT210, JID26, JIRAEVO, JSPROD, LCM, LCMNM, MCAE, MKA, MOB, MSS, NHD, OND, ONDCE, ONDCORE, ONDPRO, PHX, PINT, PMO, PRICE, PRM, PRODUCT, PRODUX, PS, PT, PUD, QAINFRA, RENEW, RESR, SC, SCRDSN, SDP, SEO, SOR, SPRDMP, SSOL, SSSE, SVS, TACOE, TENXMS, TESTSOFT, TNBL, TRAIN, UX, WEBOPS, WORK210, WOS, XRAYTEST, ZESTY",True,1,Active
Last Updated By,customfield_11107,user,com.atlassian.jira.toolkit:lastupdaterorcommenter,4591,95,"AA, ABI, AFIN, AHSAPP, AHSBA, API, APPL, ARCHTEAM, ARE, ASE, AUTHO, AWEB, AWSC, BC, BDS, CASHAPP, CHEM, CI, CLOUDENG, CO, CONTIMP, CORPNET, CPE, CRMMG, CSC, CSIRT, CSIRTOLD, CSVC, CT, DAB, DBAT, DEV210, DG, DR, DSML, EA, EC, EDP, ENG, ERPS, FCP, FDI, FIN, FINE, FINENG, FLEXIND, FLEXUS, FSA, FTT, GRC, HB, HE2E, INT210, ISAUTO, IT210, JIRAEVO, JSPROD, MCAE, MKA, MOB, MSS, NHD, OND, ONDCE, ONDCORE, ONDPRO, PHX, PINT, PMO, PRICE, PRM, PRODUX, PS, PUD, QAINFRA, RENEW, RESR, SC, SCRDSN, SDP, SEO, SOR, SSOL, SSSE, SVS, TACOE, TENXMS, TESTSOFT, TNBL, TRAIN, UX, WORK210, WOS, XRAYTEST, ZESTY",True,1,Active
Request Date,customfield_11307,date,com.atlassian.jira.plugin.system.customfieldtypes:datepicker,4485,94,"ABI, AFIN, AHSAPP, AHSBA, API, APPL, ARCHTEAM, ARE, ASE, AUTHO, AWEB, AWSC, BC, BDS, CASHAPP, CHEM, CI, CLOUDENG, CO, CONTIMP, CORPNET, CPE, CRMMG, CSC, CSIRT, CSIRTOLD, CSVC, CT, DAB, DBAT, DEV210, DG, DR, DSML, EA, EC, EDP, ENG, ERPS, FCP, FDI, FIN, FINE, FINENG, FLEXIND, FLEXUS, FSA, FTT, GRC, HB, HE2E, INT210, ISAUTO, IT210, JIRAEVO, JSPROD, MCAE, MKA, MOB, MSS, NHD, OND, ONDCE, ONDCORE, ONDPRO, PHX, PINT, PMO, PRICE, PRM, PRODUX, PS, PUD, QAINFRA, RENEW, RESR, SC, SCRDSN, SDP, SEO, SOR, SSOL, SSSE, SVS, TACOE, TENXMS, TESTSOFT, TNBL, TRAIN, UX, WORK210, WOS, XRAYTEST, ZESTY",True,1,Active
"If Configuration Error, Note :",customfield_15740,string,com.atlassian.jira.plugin.system.customfieldtypes:textarea,4389,92,"ABI, AFIN, AHSAPP, AHSBA, API, APPL, ARCHTEAM, ARE, ASE, AUTHO, AWEB, AWSC, BC, BDS, CASHAPP, CHEM, CI, CLOUDENG, CO, CONTIMP, CORPNET, CPE, CRMMG, CSC, CSIRT, CSIRTOLD, CSVC, CT, DAB, DBAT, DEV210, DG, DR, DSML, EA, EC, EDP, ENG, ERPS, FCP, FDI, FINE, FINENG, FLEXIND, FLEXUS, FSA, FTT, GRC, HB, HE2E, INT210, ISAUTO, IT210, JIRAEVO, JSPROD, MCAE, MKA, MOB, MSS, NHD, OND, ONDCE, ONDCORE, ONDPRO, PHX, PINT, PMO, PRICE, PRODUX, PS, PUD, QAINFRA, RENEW, RESR, SC, SCRDSN, SDP, SEO, SOR, SSOL, SSSE, SVS, TACOE, TENXMS, TESTSOFT, TNBL, TRAIN, UX, WORK210, WOS, XRAYTEST, ZESTY",True,1,Active
Snowflake Environment,customfield_16320,option,com.atlassian.jira.plugin.system.customfieldtypes:radiobuttons,4179,90,"ABI, AFIN, AHSAPP, AHSBA, API, APPL, ARCHTEAM, ARE, ASE, AUTHO, AWEB, AWSC, BC, BDS, CASHAPP, CHEM, CI, CLOUDENG, CO, CONTIMP, CORPNET, CPE, CRMMG, CSC, CSIRT, CSIRTOLD, CSVC, CT, DAB, DBAT, DEV210, DG, DR, DSML, EA, EC, EDP, ENG, ERPS, FCP, FDI, FINE, FINENG, FLEXIND, FLEXUS, FSA, FTT, GRC, HB, HE2E, INT210, ISAUTO, IT210, JIRAEVO, JSPROD, MCAE, MKA, MOB, MSS, OND, ONDCE, ONDCORE, ONDPRO, PHX, PINT, PMO, PRICE, PRODUX, PS, PUD, QAINFRA, RENEW, RESR, SC, SDP, SEO, SOR, SSOL, SSSE, SVS, TACOE, TENXMS, TESTSOFT, TNBL, TRAIN, UX, WORK210, WOS, XRAYTEST, ZESTY",True,1,Active
Unplanned Sprint Work,customfield_13716,option,com.atlassian.jira.plugin.system.customfieldtypes:select,3257,87,"AA, ABI, AFIN, AHSAPP, AHSBA, API, ARCHTEAM, ARE, ASE, AUTHO, AWSC, BDS, CASHAPP, CHEM, CI, CLOUDENG, CO, CONTIMP, CORPNET, CPE, CRMMG, CSC, CSIRT, CSIRTOLD, CSVC, CT, DAB, DBAT, DEV210, DG, DR, DSML, EA, EC, EDP, ERPS, FCP, FDI, FINE, FINENG, FLEXIND, FLEXUS, FSA, FTT, GRC, HB, HE2E, INT210, ISAUTO, IT210, JIRAEVO, JSPROD, MCAE, MKA, MSS, NHD, OND, ONDCE, ONDCORE, ONDPRO, PHX, PINT, PMO, PRICE, PRM, PRODUX, PS, PUD, QAINFRA, RENEW, SC, SCRDSN, SDP, SEO, SOR, SSOL, SSSE, SVS, TACOE, TENXMS, TESTSOFT, TRAIN, UX, WORK210, WOS, XRAYTEST, ZESTY",True,1,Active
Work Type,customfield_13800,option,com.atlassian.jira.plugin.system.customfieldtypes:select,3123,84,"AA, ABI, AFIN, AHSAPP, AHSBA, API, ARCHTEAM, ARE, ASE, AUTHO, AWSC, BDS, CASHAPP, CHEM, CI, CLOUDENG, CO, CONTIMP, CORPNET, CPE, CRMMG, CSC, CSIRT, CSIRTOLD, CSVC, CT, DAB, DBAT, DEV210, DG, DR, EA, EC, EDP, ERPS, FCP, FDI, FINE, FINENG, FLEXIND, FLEXUS, FSA, FTT, GRC, HB, HE2E, ISAUTO, IT210, JIRAEVO, JSPROD, MCAE, MKA, MSS, NHD, OND, ONDCE, ONDCORE, ONDPRO, PHX, PINT, PMO, PRICE, PRM, PRODUX, PS, PUD, QAINFRA, RENEW, SCRDSN, SDP, SEO, SOR, SSOL, SSSE, SVS, TACOE, TENXMS, TESTSOFT, TRAIN, UX, WORK210, WOS, XRAYTEST, ZESTY",True,1,Active
Epic Link,customfield_11411,any,com.pyxis.greenhopper.jira:gh-epic-link,1728,77,"ABI, AHSBA, API, ARCHTEAM, ARE, ASE, AUTHO, AWEB, AWSC, BDS, CASHAPP, CHEM, CI, CLOUDENG, CONTIMP, CPE, CRMMG, CSC, CSIRT, CSIRTOLD, CSVC, CT, DAB, DBAT, DEV210, DG, DR, EA, EC, EDP, ERPS, FCP, FDI, FIN, FINE, FINENG, FLEXIND, FLEXUS, FSA, FTT, GRC, HB, HE2E, ISAUTO, JIRAEVO, MCAE, MKA, MSS, NHD, OND, ONDCE, ONDCORE, ONDPRO, PHX, PINT, PMO, PRICE, PRM, PRODUX, PS, PUD, QAINFRA, RENEW, SCRDSN, SDP, SOR, SSOL, SSSE, SVS, TACOE, TENXMS, TESTSOFT, UX, WORK210, WOS, XRAYTEST, ZESTY",True,1,Active
Participants,customfield_11104,array,com.atlassian.jira.toolkit:participants,1557,33,"AA, AFIN, ARE, AWEB, CHEM, CO, CONTIMP, CRMMG, CSC, DEV210, DG, ENG, ERPS, FDI, FIN, FSA, HE2E, INT210, MCAE, PHX, PMO, PRM, RESR, SC, SSOL, SSSE, SVS, TACOE, TESTSOFT, TNBL, TRAIN, WORK210, WOS",True,1,Active
Sprint,customfield_11410,array,com.pyxis.greenhopper.jira:gh-sprint,1522,58,"ABI, AFIN, AHSBA, API, ARE, ASE, AUTHO, AWEB, AWSC, BDS, CHEM, CI, CLOUDENG, CPE, CRMMG, CSC, CSIRTOLD, CSVC, CT, DAB, DBAT, DEV210, DG, DR, EC, EDP, ERPS, FCP, FDI, FIN, FINE, FINENG, FLEXIND, FLEXUS, FSA, HB, IT210, MCAE, MSS, NHD, OND, ONDCE, ONDCORE, ONDPRO, PHX, PINT, PS, SSOL, SSSE, SVS, TACOE, TENXMS, TESTSOFT, TRAIN, UX, WORK210, WOS, ZESTY",True,1,Active
[CHART] Date of First Response (migrated),customfield_17073,datetime,com.atlassian.jira.ext.charting:firstresponsedate,1336,85,"ABI, AFIN, AHSAPP, AHSBA, API, ARCHTEAM, ARE, ASE, AUTHO, AWSC, BDS, CASHAPP, CHEM, CI, CLOUDENG, CO, CORPNET, CPE, CRMMG, CSC, CSIRT, CSIRTOLD, CSVC, CT, DAB, DBAT, DEV210, DG, DR, EA, EC, EDP, ENG, ERPS, FCP, FDI, FIN, FINE, FINENG, FLEXIND, FLEXUS, FSA, FTT, GRC, HB, HE2E, INT210, ISAUTO, IT210, JIRAEVO, MCAE, MKA, MOB, MSS, NHD, OND, ONDCE, ONDCORE, ONDPRO, PHX, PINT, PMO, PRICE, PRM, PRODUX, PS, PUD, QAINFRA, RENEW, RESR, SC, SCRDSN, SDP, SEO, SOR, SSOL, SSSE, SVS, TACOE, TENXMS, UX, WORK210, WOS, XRAYTEST, ZESTY",True,1,Active
[CHART] Date of First Response,customfield_15611,datetime,com.atlassian.jira.ext.charting:firstresponsedate,1336,85,"ABI, AFIN, AHSAPP, AHSBA, API, ARCHTEAM, ARE, ASE, AUTHO, AWSC, BDS, CASHAPP, CHEM, CI, CLOUDENG, CO, CORPNET, CPE, CRMMG, CSC, CSIRT, CSIRTOLD, CSVC, CT, DAB, DBAT, DEV210, DG, DR, EA, EC, EDP, ENG, ERPS, FCP, FDI, FIN, FINE, FINENG, FLEXIND, FLEXUS, FSA, FTT, GRC, HB, HE2E, INT210, ISAUTO, IT210, JIRAEVO, MCAE, MKA, MOB, MSS, NHD, OND, ONDCE, ONDCORE, ONDPRO, PHX, PINT, PMO, PRICE, PRM, PRODUX, PS, PUD, QAINFRA, RENEW, RESR, SC, SCRDSN, SDP, SEO, SOR, SSOL, SSSE, SVS, TACOE, TENXMS, UX, WORK210, WOS, XRAYTEST, ZESTY",True,1,Active
Story Points,customfield_11418,number,com.atlassian.jira.plugin.system.customfieldtypes:float,1280,55,"ABI, AHSBA, API, ARE, ASE, AUTHO, AWEB, AWSC, BDS, CHEM, CI, CLOUDENG, CPE, CRMMG, CSC, CSIRTOLD, CSVC, CT, DAB, DBAT, DEV210, DG, EC, ERPS, FCP, FDI, FINE, FINENG, FLEXIND, FLEXUS, FSA, FTT, HB, MCAE, MSS, NHD, OND, ONDCE, ONDCORE, ONDPRO, PHX, PINT, PRM, PS, SOR, SSOL, SSSE, SVS, TACOE, TENXMS, TESTSOFT, WORK210, WOS, XRAYTEST, ZESTY",True,1,Active
Innotas Tasks - Projects,customfield_11701,option,com.atlassian.jira.plugin.system.customfieldtypes:select,1217,27,"AFIN, ARE, AWEB, CHEM, CO, CONTIMP, CRMMG, CSC, DEV210, DG, ENG, ERPS, FDI, FIN, FSA, HE2E, MCAE, PMO, RESR, SC, SSSE, SVS, TACOE, TESTSOFT, TNBL, WORK210, WOS",True,1,Active
Time in Current Status,customfield_17082,any,com.atlassian.jira.ext.charting:timeinstatus,1212,87,"ABI, AFIN, AHSBA, API, APPL, ARCHTEAM, ARE, ASE, AUTHO, AWEB, AWSC, BC, BDS, CASHAPP, CHEM, CI, CLOUDENG, CO, CONTIMP, CORPNET, CPE, CSC, CSIRT, CSIRTOLD, CSVC, CT, DAB, DEV210, DG, DR, DSML, EA, EC, EDP, ENG, ERPS, FCP, FDI, FIN, FINE, FINENG, FLEXIND, FLEXUS, FSA, FTT, GRC, HB, HE2E, INT210, ISAUTO, IT210, JIRAEVO, MCAE, MKA, MOB, MSS, NHD, OND, ONDCE, ONDCORE, ONDPRO, PHX, PINT, PMO, PRICE, PRM, PRODUX, PS, PUD, QAINFRA, RENEW, RESR, SC, SDP, SEO, SOR, SSOL, SSSE, SVS, TACOE, TENXMS, TRAIN, UX, WORK210, WOS, XRAYTEST, ZESTY",True,1,Active
[CHART] Time in Status,customfield_17074,any,com.atlassian.jira.ext.charting:timeinstatus,1212,87,"ABI, AFIN, AHSBA, API, APPL, ARCHTEAM, ARE, ASE, AUTHO, AWEB, AWSC, BC, BDS, CASHAPP, CHEM, CI, CLOUDENG, CO, CONTIMP, CORPNET, CPE, CSC, CSIRT, CSIRTOLD, CSVC, CT, DAB, DEV210, DG, DR, DSML, EA, EC, EDP, ENG, ERPS, FCP, FDI, FIN, FINE, FINENG, FLEXIND, FLEXUS, FSA, FTT, GRC, HB, HE2E, INT210, ISAUTO, IT210, JIRAEVO, MCAE, MKA, MOB, MSS, NHD, OND, ONDCE, ONDCORE, ONDPRO, PHX, PINT, PMO, PRICE, PRM, PRODUX, PS, PUD, QAINFRA, RENEW, RESR, SC, SDP, SEO, SOR, SSOL, SSSE, SVS, TACOE, TENXMS, TRAIN, UX, WORK210, WOS, XRAYTEST, ZESTY",True,1,Active
Acceptance Criteria,customfield_10612,string,com.atlassian.jira.plugin.system.customfieldtypes:textarea,978,73,"ABI, AFIN, AHSBA, API, ARCHTEAM, ARE, ASE, AUTHO, AWSC, BDS, CHEM, CI, CLOUDENG, CONTIMP, CORPNET, CPE, CRMMG, CSC, CSIRT, CSIRTOLD, CSVC, CT, DAB, DBAT, DEV210, DG, DR, EA, EC, EDP, ERPS, FCP, FDI, FIN, FINE, FINENG, FLEXIND, FLEXUS, FSA, FTT, GRC, HB, INT210, ISAUTO, MCAE, MKA, MSS, NHD, OND, ONDCE, ONDCORE, ONDPRO, PHX, PINT, PMO, PRICE, PRM, PRODUX, PS, PUD, SCRDSN, SEO, SOR, SSOL, SSSE, SVS, TENXMS, TESTSOFT, UX, WORK210, WOS, XRAYTEST, ZESTY",True,1,Active
Related to a PI Objective,customfield_13715,option,com.atlassian.jira.plugin.system.customfieldtypes:select,855,28,"AA, AFIN, ARE, CHEM, CO, CONTIMP, CRMMG, CSC, DEV210, DG, ERPS, FDI, FSA, HE2E, INT210, MCAE, PHX, PMO, PRM, SC, SSOL, SSSE, SVS, TACOE, TESTSOFT, TRAIN, WORK210, WOS",True,1,Active
Unplanned PI Work,customfield_13801,option,com.atlassian.jira.plugin.system.customfieldtypes:select,788,26,"AA, AFIN, ARE, CHEM, CO, CONTIMP, CRMMG, CSC, DEV210, DG, ERPS, FDI, FSA, HE2E, MCAE, PHX, PMO, PRM, SSOL, SSSE, SVS, TACOE, TESTSOFT, TRAIN, WORK210, WOS",True,1,Active
Start date,customfield_15608,date,com.atlassian.jira.plugin.system.customfieldtypes:datepicker,462,55,"AA, ABI, AHSBA, ARE, ASE, AWSC, CLOUDENG, CPE, CRMMG, CSIRT, CSIRTOLD, CSVC, CT, DAB, DEV210, DG, DR, ERPS, FCP, FDI, FIN, FINENG, FLEXUS, FSA, FTT, GRC, HB, INT210, JID26, JIRAEVO, LCM, MCAE, MKA, MSS, OND, ONDCORE, PHX, PMO, PRICE, PRM, PT, QAINFRA, RENEW, SDP, SEO, SOR, SPRDMP, SSOL, SSSE, SVS, TACOE, TENXMS, WORK210, WOS, ZESTY",True,1,Active
Time to first response,customfield_15627,sd-servicelevelagreement,com.atlassian.servicedesk:sd-sla-field,444,62,"ABI, AHSAPP, AHSBA, API, ARE, ASE, AWSC, BDS, CHEM, CI, CLOUDENG, CORPNET, CPE, CSC, CSIRTOLD, CSVC, CT, DAB, DBAT, DG, EA, EC, EDP, ENG, ERPS, FDI, FINE, FINENG, FLEXUS, FSA, FTT, HB, INT210, ISAUTO, IT210, JIRAEVO, MCAE, MKA, MOB, MSS, NHD, OND, ONDCE, ONDCORE, ONDPRO, PHX, PRICE, PRODUX, PUD, RENEW, RESR, SC, SEO, SSOL, SSSE, SVS, TENXMS, UX, WORK210, WOS, XRAYTEST, ZESTY",True,1,Active
Time to resolution,customfield_12204,sd-servicelevelagreement,com.atlassian.servicedesk:sd-sla-field,444,62,"ABI, AHSAPP, AHSBA, API, ARE, ASE, AWSC, BDS, CHEM, CI, CLOUDENG, CORPNET, CPE, CSC, CSIRTOLD, CSVC, CT, DAB, DBAT, DG, EA, EC, EDP, ENG, ERPS, FDI, FINE, FINENG, FLEXUS, FSA, FTT, HB, INT210, ISAUTO, IT210, JIRAEVO, MCAE, MKA, MOB, MSS, NHD, OND, ONDCE, ONDCORE, ONDPRO, PHX, PRICE, PRODUX, PUD, RENEW, RESR, SC, SEO, SSOL, SSSE, SVS, TENXMS, UX, WORK210, WOS, XRAYTEST, ZESTY",True,1,Active
Implemented By,customfield_15633,user,com.atlassian.jira.plugin.system.customfieldtypes:userpicker,401,38,"AFIN, API, ARE, ASE, AUTHO, AWEB, AWSC, CHEM, CI, CLOUDENG, CPE, CSC, CSIRTOLD, CSVC, CT, DEV210, EC, FCP, FDI, FINE, FINENG, FLEXIND, FLEXUS, FSA, HB, MOB, MSS, NHD, OND, ONDPRO, PHX, PINT, SSOL, SSSE, SVS, UX, WOS, ZESTY",True,1,Active
Time to Approve,customfield_16082,sd-servicelevelagreement,com.atlassian.servicedesk:sd-sla-field,378,59,"ABI, AHSAPP, AHSBA, API, ARE, ASE, AWSC, BDS, CHEM, CI, CLOUDENG, CORPNET, CPE, CSC, CSIRTOLD, CSVC, CT, DAB, DBAT, DG, EA, EC, EDP, ENG, ERPS, FDI, FINE, FINENG, FLEXUS, FSA, FTT, HB, INT210, ISAUTO, IT210, JIRAEVO, MCAE, MKA, MOB, MSS, OND, ONDCE, ONDCORE, ONDPRO, PHX, PRICE, PRODUX, PUD, RENEW, SC, SEO, SSOL, SSSE, SVS, UX, WORK210, WOS, XRAYTEST, ZESTY",True,1,Active
Who is this request for?,customfield_15924,user,com.atlassian.jira.plugin.system.customfieldtypes:userpicker,359,35,"ABI, AHSBA, API, ASE, BDS, CLOUDENG, CONTIMP, CORPNET, CPE, CRMMG, CSIRT, CSIRTOLD, CSVC, CT, DAB, DBAT, DG, EA, ENG, FDI, FINE, FSA, FTT, GRC, MKA, ONDCE, PRICE, PRODUX, RESR, SDP, SEO, SOR, SVS, TENXMS, UX",True,1,Active
Time to close after resolution,customfield_15628,sd-servicelevelagreement,com.atlassian.servicedesk:sd-sla-field,350,61,"ABI, AHSAPP, AHSBA, API, ARE, ASE, AWSC, BDS, CHEM, CI, CLOUDENG, CORPNET, CPE, CSC, CSIRTOLD, CSVC, CT, DAB, DBAT, DG, EA, EC, EDP, ENG, ERPS, FDI, FINE, FINENG, FLEXUS, FSA, FTT, HB, INT210, ISAUTO, IT210, JIRAEVO, MCAE, MKA, MOB, MSS, NHD, OND, ONDCE, ONDCORE, ONDPRO, PHX, PRICE, PRODUX, PUD, RENEW, SC, SEO, SSOL, SSSE, SVS, TENXMS, UX, WORK210, WOS, XRAYTEST, ZESTY",True,1,Active
Time to approve normal change,customfield_15629,sd-servicelevelagreement,com.atlassian.servicedesk:sd-sla-field,350,61,"ABI, AHSAPP, AHSBA, API, ARE, ASE, AWSC, BDS, CHEM, CI, CLOUDENG, CORPNET, CPE, CSC, CSIRTOLD, CSVC, CT, DAB, DBAT, DG, EA, EC, EDP, ENG, ERPS, FDI, FINE, FINENG, FLEXUS, FSA, FTT, HB, INT210, ISAUTO, IT210, JIRAEVO, MCAE, MKA, MOB, MSS, NHD, OND, ONDCE, ONDCORE, ONDPRO, PHX, PRICE, PRODUX, PUD, RENEW, SC, SEO, SSOL, SSSE, SVS, TENXMS, UX, WORK210, WOS, XRAYTEST, ZESTY",True,1,Active
Issue color,customfield_15610,string,com.pyxis.greenhopper.jira:jsw-issue-color,344,54,"ABI, AHSBA, API, ARCHTEAM, ASE, AUTHO, AWSC, BDS, CI, CLOUDENG, CONTIMP, CSC, CSIRT, CSIRTOLD, CSVC, CT, DAB, DBAT, DEV210, DG, DSML, EA, EC, EDP, ERPS, FDI, FINE, FINENG, FSA, FTT, GRC, INT210, JIRAEVO, MCAE, MSS, NHD, ONDCE, ONDCORE, PHX, PMO, PRICE, PUD, QAINFRA, RENEW, SC, SDP, SEO, SOR, SVS, TACOE, TENXMS, TESTSOFT, WOS, ZESTY",True,1,Active
Test Automation Status,customfield_18261,option,com.atlassian.jira.plugin.system.customfieldtypes:select,344,20,"AHSAPP, APPL, ARE, AUTHO, AWEB, BC, CASHAPP, DEV210, ERPS, FCP, FDI, FINENG, HB, HE2E, MOB, PINT, RENEW, SC, TACOE, XRAYTEST",True,1,Active
Time to triage normal change,customfield_15949,sd-servicelevelagreement,com.atlassian.servicedesk:sd-sla-field,336,59,"ABI, AHSAPP, AHSBA, API, ARE, ASE, AWSC, BDS, CHEM, CI, CLOUDENG, CORPNET, CPE, CSC, CSIRTOLD, CSVC, CT, DAB, DBAT, DG, EA, EC, EDP, ERPS, FDI, FINE, FINENG, FLEXUS, FSA, FTT, HB, INT210, ISAUTO, IT210, JIRAEVO, MCAE, MKA, MOB, MSS, OND, ONDCE, ONDCORE, ONDPRO, PHX, PRICE, PRODUX, PUD, RENEW, SC, SEO, SSOL, SSSE, SVS, TENXMS, UX, WORK210, WOS, XRAYTEST, ZESTY",True,1,Active
Time to review normal change,customfield_16117,sd-servicelevelagreement,com.atlassian.servicedesk:sd-sla-field,328,58,"ABI, AHSAPP, AHSBA, API, ARE, ASE, AWSC, BDS, CHEM, CI, CLOUDENG, CORPNET, CPE, CSC, CSIRTOLD, CSVC, CT, DAB, DBAT, DG, EA, EC, EDP, ERPS, FDI, FINE, FINENG, FLEXUS, FSA, FTT, HB, INT210, ISAUTO, IT210, JIRAEVO, MCAE, MKA, MOB, MSS, OND, ONDCE, ONDCORE, ONDPRO, PHX, PRICE, PRODUX, PUD, RENEW, SC, SEO, SSOL, SSSE, SVS, UX, WORK210, WOS, XRAYTEST, ZESTY",True,1,Active
Epic Status,customfield_11413,option,com.pyxis.greenhopper.jira:gh-epic-status,305,53,"ABI, AHSBA, API, ARCHTEAM, ASE, AUTHO, AWSC, BDS, CI, CLOUDENG, CONTIMP, CSC, CSIRT, CSIRTOLD, CSVC, DAB, DEV210, DG, DSML, EC, EDP, ERPS, FDI, FIN, FINE, FINENG, FSA, FTT, GRC, INT210, JIRAEVO, MCAE, MSS, NHD, ONDCE, ONDCORE, PHX, PMO, PRICE, PRM, PUD, QAINFRA, RENEW, SC, SDP, SEO, SOR, SVS, TACOE, TENXMS, TESTSOFT, WOS, ZESTY",True,1,Active
Epic Color,customfield_11415,string,com.pyxis.greenhopper.jira:gh-epic-color,304,53,"ABI, AHSBA, API, ARCHTEAM, ASE, AUTHO, AWSC, BDS, CI, CLOUDENG, CONTIMP, CSC, CSIRT, CSIRTOLD, CSVC, DAB, DEV210, DG, DSML, EC, EDP, ERPS, FDI, FIN, FINE, FINENG, FSA, FTT, GRC, INT210, JIRAEVO, MCAE, MSS, NHD, ONDCE, ONDCORE, PHX, PMO, PRICE, PRM, PUD, QAINFRA, RENEW, SC, SDP, SEO, SOR, SVS, TACOE, TENXMS, TESTSOFT, WOS, ZESTY",True,1,Active
Target Date - Start,customfield_12432,date,com.atlassian.jira.plugin.system.customfieldtypes:datepicker,258,40,"ABI, ARCHTEAM, ASE, AUTHO, AWSC, CLOUDENG, CORPNET, CPE, CSC, CSIRT, CSIRTOLD, CSVC, CT, DAB, DEV210, DG, ERPS, FDI, FINE, FINENG, FSA, FTT, GRC, INT210, JIRAEVO, MCAE, MKA, MSS, OND, PHX, PMO, PRICE, QAINFRA, RENEW, SC, SDP, SEO, SSOL, SSSE, ZESTY",True,1,Active
Target Date - Complete,customfield_12433,date,com.atlassian.jira.plugin.system.customfieldtypes:datepicker,254,41,"ABI, API, ARCHTEAM, ASE, AWSC, CLOUDENG, CPE, CRMMG, CSC, CSIRT, CSIRTOLD, CSVC, DAB, DEV210, DG, ERPS, FDI, FINE, FINENG, FLEXUS, FSA, FTT, GRC, INT210, JIRAEVO, LCM, MCAE, MKA, MSS, OND, PHX, PMO, PRICE, PRODUX, QAINFRA, RENEW, SC, SDP, SEO, SSOL, SSSE",True,1,Active
Testing Points,customfield_16586,number,com.atlassian.jira.plugin.system.customfieldtypes:float,171,20,"APPL, ASE, AWEB, AWSC, CPE, CSC, CSVC, DEV210, FCP, FDI, FINE, FINENG, HB, MSS, OND, PINT, SSOL, SSSE, WORK210, XRAYTEST",True,1,Active
Dev Points,customfield_21521,number,com.atlassian.jira.plugin.system.customfieldtypes:float,142,13,"ARCHTEAM, ASE, AWSC, CPE, CSVC, DEV210, FINE, FLEXUS, MSS, OND, PINT, PS, SSSE",True,1,Active
Epic Name,customfield_11414,string,com.pyxis.greenhopper.jira:gh-epic-label,134,33,"ABI, AHSBA, API, ARCHTEAM, ASE, AWSC, BDS, CI, CSVC, DAB, DG, ERPS, FIN, FINENG, FSA, FTT, GRC, JIRAEVO, MCAE, NHD, ONDCE, ONDCORE, PMO, PRM, PUD, RENEW, SEO, SOR, SVS, TENXMS, TESTSOFT, WOS, ZESTY",True,1,Active
Team,customfield_13301,team,com.atlassian.jira.plugin.system.customfieldtypes:atlassian-team,131,20,"ABI, API, ARE, ASE, AWSC, CASHAPP, CI, CLOUDENG, CSIRTOLD, DG, EDP, FINE, FTT, MKA, ONDCE, PUD, QAINFRA, SOR, SSSE, ZESTY",True,1,Active
End date,customfield_13204,date,com.atlassian.jira.plugin.system.customfieldtypes:datepicker,117,7,"AA, FIN, INT210, PRM, SSOL, SVS, WOS",True,1,Active
Tested By,customfield_16451,user,com.atlassian.jira.plugin.system.customfieldtypes:userpicker,110,24,"AFIN, ASE, AUTHO, AWEB, AWSC, CSC, CSVC, DEV210, ERPS, FCP, FDI, FINENG, FLEXIND, HB, MSS, PINT, QAINFRA, SOR, SSOL, SSSE, SVS, WOS, XRAYTEST, ZESTY",True,1,Active
Request language,customfield_15630,sd-request-lang,com.atlassian.servicedesk.servicedesk-lingo-integration-plugin:sd-request-language,106,4,"CSIRTOLD, CT, ENG, RESR",True,1,Active
Customer Request Type,customfield_12202,sd-customerrequesttype,com.atlassian.servicedesk:vp-origin,106,4,"CSIRTOLD, CT, ENG, RESR",True,1,Active
Insights,customfield_17573,number,jira.polaris:count-insights,105,3,"ABAHS, PRODUCT, SPRDMP",True,1,Active
Approvers,customfield_15601,array,com.atlassian.jira.plugin.system.customfieldtypes:multiuserpicker,71,3,"CT, ENG, LCM",True,1,Active
Total forms,customfield_16567,number,com.atlassian.jira.plugins.proforma-managed-fields:forms-total-field-cftype,66,3,"ENG, RESR, TESTSOFT",True,1,Active
Locked forms,customfield_16566,number,com.atlassian.jira.plugins.proforma-managed-fields:forms-locked-field-cftype,66,3,"ENG, RESR, TESTSOFT",True,1,Active
Submitted forms,customfield_16565,number,com.atlassian.jira.plugins.proforma-managed-fields:forms-submitted-field-cftype,66,3,"ENG, RESR, TESTSOFT",True,1,Active
Open forms,customfield_16564,number,com.atlassian.jira.plugins.proforma-managed-fields:forms-open-field-cftype,66,3,"ENG, RESR, TESTSOFT",True,1,Active
