Field Name,Field Key,Type,Custom Type,Hits (Sampled),Projects Using,Project List,Is Global,Context Count,Status
Approvers,customfield_16597,array,com.atlassian.jira.plugin.system.customfieldtypes:people,0,0,,True,0,Unused
"Has this change been tested in a pre-production environment? If yes, please attach proof of UAT or associated JIRA records",customfield_16113,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
ProConnect Standalone Roles,customfield_16101,array,com.atlassian.jira.plugin.system.customfieldtypes:multicheckboxes,0,0,,True,1,Unused
ROI / Justification,customfield_17674,string,com.atlassian.jira.plugin.system.customfieldtypes:textfield,0,0,,True,0,Unused
Does the ProConnect agent need a standalone role(s)?,customfield_16100,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
Power BI Pro,customfield_16583,option,com.atlassian.jira.plugin.system.customfieldtypes:radiobuttons,0,0,,True,1,Unused
Power BI Workspace,customfield_16582,option,com.atlassian.jira.plugin.system.customfieldtypes:radiobuttons,0,0,,True,1,Unused
Existing Template or MG URL,customfield_17671,string,com.atlassian.jira.plugin.system.customfieldtypes:textfield,0,0,,True,0,Unused
ProConnect Platform,customfield_16105,array,com.atlassian.jira.plugin.system.customfieldtypes:multicheckboxes,0,0,,True,1,Unused
Category,customfield_16589,option,com.atlassian.jira.plugin.system.customfieldtypes:jwm-category,0,0,,True,43,Unused
Estimate (Sprints),customfield_16588,number,com.atlassian.jira.plugin.system.customfieldtypes:float,0,0,,True,1,Unused
ProConnect Five9 Role,customfield_16103,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
Supporting Documentation,customfield_17675,string,com.atlassian.jira.plugin.system.customfieldtypes:textfield,0,0,,True,0,Unused
Header,customfield_16108,string,com.atlassian.jira.plugin.system.customfieldtypes:textarea,0,0,,True,1,Unused
Response,customfield_16107,string,com.atlassian.jira.plugin.system.customfieldtypes:textarea,0,0,,True,1,Unused
Request,customfield_16106,string,com.atlassian.jira.plugin.system.customfieldtypes:textarea,0,0,,True,1,Unused
Jira Project Type,customfield_19856,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
Hardware to be Replaced,customfield_20835,array,com.atlassian.jira.plugin.system.customfieldtypes:multicheckboxes,0,0,,True,1,Unused
New Hire Hardware Kit,customfield_20836,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
Type of Hardware Replacement,customfield_20834,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
Integration Approach,customfield_20272,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,0,Unused
Requestor's Manager,customfield_15922,user,com.atlassian.jira.plugin.system.customfieldtypes:userpicker,0,0,,True,1,Unused
Type of Exception,customfield_15919,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
Manager (Text),customfield_20024,string,com.atlassian.jira.plugin.system.customfieldtypes:textfield,0,0,,True,1,Unused
Direct reports,customfield_20025,option,com.atlassian.jira.plugin.system.customfieldtypes:radiobuttons,0,0,,True,1,Unused
Website,customfield_14814,string,com.atlassian.jira.plugin.system.customfieldtypes:textfield,0,0,,True,1,Unused
"Channels and Components: What elements are required, must be included?",customfield_17092,string,com.atlassian.jira.plugin.system.customfieldtypes:textfield,0,0,,True,1,Unused
Snowflake reactivate,customfield_21587,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
Technical Priority,customfield_21341,number,com.atlassian.jira.plugin.system.customfieldtypes:float,0,0,,True,0,Unused
Affected services,customfield_15900,array,com.atlassian.jira.plugins.service-entity:service-entity-field-cftype,0,0,,True,1,Unused
Reference ID - test,customfield_17083,string,com.atlassian.jira.plugin.system.customfieldtypes:readonlyfield,0,0,,True,1,Unused
KMS Department/Group,customfield_18162,array,com.atlassian.jira.plugin.system.customfieldtypes:multiselect,0,0,,True,1,Unused
Strategic Theme,customfield_13706,string,com.atlassian.jira.plugin.system.customfieldtypes:textarea,0,0,,True,1,Unused
Projects,customfield_20472,any,jira.polaris:connection,0,0,,True,0,Unused
Innotas Project - BSC,customfield_12602,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
What type of training service is needed?,customfield_16194,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
What level of Figma access are you requesting?,customfield_17040,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
Do you require Keeper access?,customfield_16193,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
Keeper Groups,customfield_16199,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
Confluence Space Type,customfield_16198,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
What equipment is being returned?,customfield_16197,array,com.atlassian.jira.plugin.system.customfieldtypes:multicheckboxes,0,0,,True,1,Unused
Dispatch ID,customfield_16192,string,com.atlassian.jira.plugin.system.customfieldtypes:textfield,0,0,,True,1,Unused
Contractor Relations Technology,customfield_16190,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
Is this role for a specific candidate?,customfield_20687,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
Data in Use,customfield_17274,array,com.atlassian.jira.plugin.system.customfieldtypes:multicheckboxes,0,0,,True,1,Unused
Score,customfield_20200,number,jira.polaris:formula,0,0,,True,0,Unused
AI Model,customfield_17273,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
Design file,customfield_20201,string,com.atlassian.jira.plugin.system.customfieldtypes:url,0,0,,True,0,Unused
Partner Funnel,customfield_16183,string,com.atlassian.jira.plugin.system.customfieldtypes:textfield,0,0,,True,1,Unused
Problem Statement,customfield_17271,string,com.atlassian.jira.plugin.system.customfieldtypes:textfield,0,0,,True,1,Unused
Is there an issue in the main sales funnel (shopping.ahs.com/plans) or a partner funnel?,customfield_16182,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
AI Use Case,customfield_17278,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
Warranty Manager Access,customfield_16189,array,com.atlassian.jira.plugin.system.customfieldtypes:multicheckboxes,0,0,,True,1,Unused
Specific AI Use Case,customfield_17277,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
Use by Others in Team,customfield_17275,option,com.atlassian.jira.plugin.system.customfieldtypes:radiobuttons,0,0,,True,1,Unused
Would you like to ONLY unlock the Star account without changing the password or unlock AND reset the Star password?,customfield_16186,option,com.atlassian.jira.plugin.system.customfieldtypes:radiobuttons,0,0,,True,1,Unused
RELOPS Brand,customfield_20437,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
Is there a bad link?,customfield_16181,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
Are emails not sending?,customfield_16180,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
What level of RunZero access are you requesting?,customfield_16974,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
Which Aceyus access is needed?,customfield_15643,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
Select Type of Request,customfield_15885,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
Employee Name,customfield_15640,string,com.atlassian.jira.plugin.system.customfieldtypes:textfield,0,0,,True,1,Unused
Name of Group(s),customfield_15646,string,com.atlassian.jira.plugin.system.customfieldtypes:textarea,0,0,,True,1,Unused
Data Type,customfield_15879,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
Platform,customfield_15632,array,com.atlassian.jira.plugin.system.customfieldtypes:multiselect,0,0,,True,1,Unused
Contract ID,customfield_15635,string,com.atlassian.jira.plugin.system.customfieldtypes:textfield,0,0,,True,1,Unused
Browser,customfield_15636,array,com.atlassian.jira.plugin.system.customfieldtypes:multiselect,0,0,,True,1,Unused
Schedule Type,customfield_15875,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
CAB,customfield_15626,array,com.atlassian.jira.plugin.system.customfieldtypes:multiuserpicker,0,0,,True,1,Unused
Work item created forms,customfield_23001,array,com.atlassian.jira.plugins.proforma-managed-fields:proforma-forms-field-cftype,0,0,,True,1,Unused
CCP Connect Issue Type,customfield_23000,option-with-child,com.atlassian.jira.plugin.system.customfieldtypes:cascadingselect,0,0,,True,1,Unused
Specify OS type,customfield_15862,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
Source,customfield_15620,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
Size,customfield_15863,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
Pending reason,customfield_15621,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
How are you logging into Jedox?,customfield_15860,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
Workaround,customfield_15624,string,com.atlassian.jira.plugin.system.customfieldtypes:textarea,0,0,,True,1,Unused
Change managers,customfield_15625,array,com.atlassian.jira.plugin.system.customfieldtypes:multiuserpicker,0,0,,True,1,Unused
Storage Requirements (for user drive),customfield_15864,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
Investigation reason,customfield_15622,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
Which call routing are you needing?,customfield_15865,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
Root cause,customfield_15623,string,com.atlassian.jira.plugin.system.customfieldtypes:textarea,0,0,,True,1,Unused
Urgency,customfield_15617,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
Product categorization,customfield_15618,option-with-child,com.atlassian.jira.plugin.system.customfieldtypes:cascadingselect,0,0,,True,1,Unused
Operational categorization,customfield_15619,option-with-child,com.atlassian.jira.plugin.system.customfieldtypes:cascadingselect,0,0,,True,1,Unused
Mobile Device Type,customfield_16941,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
Mail Device Shipping Kit,customfield_15850,array,com.atlassian.jira.plugin.system.customfieldtypes:multicheckboxes,0,0,,True,1,Unused
Mobile Network Type,customfield_16943,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
App Version,customfield_16942,string,com.atlassian.jira.plugin.system.customfieldtypes:textfield,0,0,,True,1,Unused
Change start date and time,customfield_15606,datetime,com.atlassian.jira.plugin.system.customfieldtypes:datetime,0,0,,True,1,Unused
Change end date and time,customfield_15607,datetime,com.atlassian.jira.plugin.system.customfieldtypes:datetime,0,0,,True,1,Unused
Change risk,customfield_15604,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
Change reason,customfield_15605,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
Story point estimate,customfield_15609,number,com.pyxis.greenhopper.jira:jsw-story-points,0,0,,True,1,Unused
Change type,customfield_15603,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
Development,customfield_15600,any,com.atlassian.jira.plugins.jira-development-integration-plugin:devsummarycf,0,0,,True,1,Unused
Organizations,customfield_14500,array,com.atlassian.servicedesk:sd-customer-organizations,0,0,,True,1,Unused
Replace Equipment,customfield_15815,array,com.atlassian.jira.plugin.system.customfieldtypes:multicheckboxes,0,0,,True,1,Unused
Computer Type,customfield_15816,array,com.atlassian.jira.plugin.system.customfieldtypes:multicheckboxes,0,0,,True,1,Unused
Which Jedox access group do you need?,customfield_15808,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
DR Strategic Directive,customfield_21007,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
DR Integration Required,customfield_21006,array,com.atlassian.jira.plugin.system.customfieldtypes:multicheckboxes,0,0,,True,1,Unused
DR Infrastructure Type,customfield_21005,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
Technical Notes,customfield_15000,string,com.atlassian.jira.plugin.system.customfieldtypes:textarea,0,0,,False,1,Unused
Webhook URL,customfield_16333,string,com.atlassian.jira.plugin.system.customfieldtypes:textfield,0,0,,True,1,Unused
Expected Results,customfield_17669,string,com.atlassian.jira.plugin.system.customfieldtypes:textarea,0,0,,True,0,Unused
Current Results,customfield_17668,string,com.atlassian.jira.plugin.system.customfieldtypes:textarea,0,0,,True,0,Unused
WSJF,customfield_16563,number,com.atlassian.jira.plugin.system.customfieldtypes:float,0,0,,True,1,Unused
Cost of Delay,customfield_16561,number,com.atlassian.jira.plugin.system.customfieldtypes:float,0,0,,True,1,Unused
RR OE,customfield_16560,number,com.atlassian.jira.plugin.system.customfieldtypes:float,0,0,,True,0,Unused
Was this for a Real Estate or Direct to Consumer?,customfield_16329,option,com.atlassian.jira.plugin.system.customfieldtypes:radiobuttons,0,0,,True,1,Unused
Director,customfield_16319,user,com.atlassian.jira.plugin.system.customfieldtypes:userpicker,0,0,,True,1,Unused
What GitLab Project permissions do you need?,customfield_16314,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
What GitLab permissions do you need?,customfield_16313,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
Email Forwarding,customfield_16312,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
Responders,customfield_16311,array,com.atlassian.jira.modules.servicemanagement.responders-entity:responders-entity-field-cftype,0,0,,True,1,Unused
PII Access,customfield_16318,array,com.atlassian.jira.plugin.system.customfieldtypes:multicheckboxes,0,0,,True,1,Unused
What is your business group?,customfield_16317,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
Value,customfield_16558,number,com.atlassian.jira.plugin.system.customfieldtypes:float,0,0,,True,1,Unused
Submission Date,customfield_20800,datetime,com.atlassian.jira.plugin.system.customfieldtypes:datetime,0,0,,True,0,Unused
Executive Sponser,customfield_20801,array,com.atlassian.jira.plugin.system.customfieldtypes:people,0,0,,True,0,Unused
Add to Queue,customfield_16541,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
What type of connection do you need for this CyberArk request?,customfield_15691,array,com.atlassian.jira.plugin.system.customfieldtypes:multicheckboxes,0,0,,True,1,Unused
Test,customfield_17634,string,com.atlassian.jira.plugin.system.customfieldtypes:textarea,0,0,,True,0,Unused
Approver groups,customfield_16303,array,com.atlassian.jira.plugin.system.customfieldtypes:multigrouppicker,0,0,,True,1,Unused
Looker Role,customfield_15697,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
Publication date,customfield_16302,date,com.atlassian.jira.plugin.system.customfieldtypes:datepicker,0,0,,True,1,Unused
Content type,customfield_16301,string,com.atlassian.jira.plugin.system.customfieldtypes:textfield,0,0,,True,1,Unused
Environment,customfield_15696,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
Preferred First Name,customfield_16542,string,com.atlassian.jira.plugin.system.customfieldtypes:textfield,0,0,,True,1,Unused
Preventative Measure,customfield_16539,string,com.atlassian.jira.plugin.system.customfieldtypes:textarea,0,0,,True,1,Unused
Resolution Analysis,customfield_16538,string,com.atlassian.jira.plugin.system.customfieldtypes:textarea,0,0,,True,1,Unused
Impact Analysis,customfield_16537,string,com.atlassian.jira.plugin.system.customfieldtypes:textarea,0,0,,True,1,Unused
For which Unix/Linux server(s)?,customfield_15671,array,com.atlassian.jira.plugin.system.customfieldtypes:multicheckboxes,0,0,,True,1,Unused
URL,customfield_16761,string,com.atlassian.jira.plugin.system.customfieldtypes:url,0,0,,True,0,Unused
What primary Vista group is needed?,customfield_15672,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
Resourcing Team,customfield_16760,array,com.atlassian.jira.plugin.system.customfieldtypes:multicheckboxes,0,0,,True,0,Unused
Begin Date,customfield_16765,datetime,com.atlassian.jira.plugin.system.customfieldtypes:datetime,0,0,,True,1,Unused
Code is toggled off?,customfield_14100,option,com.atlassian.jira.plugin.system.customfieldtypes:radiobuttons,0,0,,True,1,Unused
What secondary Vista group(s) are needed?,customfield_15673,array,com.atlassian.jira.plugin.system.customfieldtypes:multicheckboxes,0,0,,True,1,Unused
Description of Issue,customfield_16762,string,com.atlassian.jira.plugin.system.customfieldtypes:textarea,0,0,,True,0,Unused
Toggle Description,customfield_14101,string,com.atlassian.jira.plugin.system.customfieldtypes:textarea,0,0,,True,1,Unused
Vulnerability,customfield_16769,any,com.atlassian.jira.plugins.jira-development-integration-plugin:vulnerabilitycf,0,0,,True,1,Unused
Risk Treatment Method(s),customfield_16768,array,com.atlassian.jira.plugin.system.customfieldtypes:multiselect,0,0,,True,1,Unused
Evidence Controls,customfield_16767,string,com.atlassian.jira.plugin.system.customfieldtypes:textarea,0,0,,True,1,Unused
Design,customfield_16759,array,com.atlassian.jira.plugins.jira-development-integration-plugin:designcf,0,0,,True,1,Unused
ICE Score,customfield_16757,number,jira.polaris:formula,0,0,,True,0,Unused
Score,customfield_16756,number,jira.polaris:formula,0,0,,True,0,Unused
Insights impact,customfield_16755,number,jira.polaris:formula,0,0,,True,0,Unused
Device Network ID,customfield_16508,string,com.atlassian.jira.plugin.system.customfieldtypes:readonlyfield,0,0,,True,1,Unused
Device DNS Name,customfield_16507,string,com.atlassian.jira.plugin.system.customfieldtypes:readonlyfield,0,0,,True,1,Unused
JDE Roles,customfield_15659,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
Device NetBIOS Name,customfield_16506,string,com.atlassian.jira.plugin.system.customfieldtypes:readonlyfield,0,0,,True,1,Unused
Device MAC Addresses,customfield_16502,string,com.atlassian.jira.plugin.system.customfieldtypes:readonlyfield,0,0,,True,1,Unused
What mobile liability are you requesting to transfer from the corporate account to a personal account?,customfield_15898,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
Is Frontdoor data shared with the vendor?,customfield_16294,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
Are any network connections or technology resources allocated for the vendor?,customfield_16293,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
Include Frontdoor system names and access type,customfield_16292,string,com.atlassian.jira.plugin.system.customfieldtypes:textfield,0,0,,True,1,Unused
Other audit log storage,customfield_16057,string,com.atlassian.jira.plugin.system.customfieldtypes:textfield,0,0,,True,1,Unused
Customer or Prospect,customfield_17145,string,com.atlassian.jira.plugin.system.customfieldtypes:textfield,0,0,,True,0,Unused
"Customer, Prospect, Competitor Name",customfield_17144,array,com.atlassian.jira.plugin.system.customfieldtypes:labels,0,0,,True,0,Unused
Other datastore communication,customfield_16055,string,com.atlassian.jira.plugin.system.customfieldtypes:textfield,0,0,,True,1,Unused
Other Distributed Denial of Service attack mitigation,customfield_16054,string,com.atlassian.jira.plugin.system.customfieldtypes:textfield,0,0,,True,1,Unused
Does the vendor require access to Frontdoor systems?,customfield_16291,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
Is this for a new security group to be created?,customfield_16290,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
2-10 Job Family and Title,customfield_22965,option-with-child,com.atlassian.jira.plugin.system.customfieldtypes:cascadingselect,0,0,,True,1,Unused
What mailbox update is required?,customfield_16284,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
Would you like to receive alerts?,customfield_16042,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
Key,customfield_16041,string,com.atlassian.jira.plugin.system.customfieldtypes:textfield,0,0,,True,1,Unused
What FusionAuth access do you require?,customfield_16282,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
Destination File Type,customfield_16040,string,com.atlassian.jira.plugin.system.customfieldtypes:textfield,0,0,,True,1,Unused
What Campaign Service role do you need?,customfield_16281,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
Line of Business (LOB),customfield_17370,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
test,customfield_16288,string,com.atlassian.jira.plugin.system.customfieldtypes:textarea,0,0,,True,1,Unused
Did the interface process?,customfield_16046,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
Please select which One Time Payment,customfield_16287,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
Do you have an issue related to an Interface?,customfield_16045,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
What is the Requisition Number?,customfield_16286,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
Are you receiving an error message,customfield_16044,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
temp date,customfield_16285,date,com.atlassian.jira.plugin.system.customfieldtypes:datepicker,0,0,,True,1,Unused
Are you able to login?,customfield_16043,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
Did you receive a 'User Not Authorized' error?,customfield_16048,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
Does the contractor have Frontdoor supplied Equipment,customfield_16289,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
Are you having issues running a report?,customfield_16047,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
Focus Areas,customfield_18228,array,com.atlassian.jira.plugin.system.customfieldtypes:focus-areas,0,0,,True,1,Unused
Type of Splunk Access,customfield_16280,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
Citrix Groups,customfield_16031,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
Add or remove user,customfield_21620,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
Employee ID,customfield_16270,string,com.atlassian.jira.plugin.system.customfieldtypes:textfield,0,0,,True,1,Unused
Source FTP Type,customfield_16035,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
Destination FTP File Path,customfield_16039,string,com.atlassian.jira.plugin.system.customfieldtypes:textfield,0,0,,True,1,Unused
File Type,customfield_16038,string,com.atlassian.jira.plugin.system.customfieldtypes:textfield,0,0,,True,1,Unused
Can the file be removed from source after it is copied?,customfield_16037,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
Destination FTP Type,customfield_16036,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
AWS Environment,customfield_18459,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
Product Area,customfield_20521,array,com.atlassian.jira.plugin.system.customfieldtypes:multicheckboxes,0,0,,True,0,Unused
Are you able to get to any other website?,customfield_16020,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
RICE score,customfield_20520,number,jira.polaris:formula,0,0,,True,0,Unused
Order Number,customfield_16024,string,com.atlassian.jira.plugin.system.customfieldtypes:textfield,0,0,,True,1,Unused
What kind of CSC issue,customfield_16266,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
Receiver Phone Number,customfield_16023,string,com.atlassian.jira.plugin.system.customfieldtypes:textfield,0,0,,True,1,Unused
What area of CSC is not working properly?,customfield_16265,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
Is the number calls will be forwarded to an internal company number?,customfield_16022,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
Has it ever worked before?,customfield_16021,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
What JDE system and interface?,customfield_16028,option-with-child,com.atlassian.jira.plugin.system.customfieldtypes:cascadingselect,0,0,,True,1,Unused
What type of leave,customfield_16269,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
Is this for multiple associates?,customfield_16268,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
What issue(s) are you having with Jedox?,customfield_16026,array,com.atlassian.jira.plugin.system.customfieldtypes:multicheckboxes,0,0,,True,1,Unused
What JDE module are you having problems with?,customfield_16025,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
HR BP/TVL Advanced Workday Support,customfield_16267,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
Job ID,customfield_16029,string,com.atlassian.jira.plugin.system.customfieldtypes:textfield,0,0,,True,1,Unused
Confidence,customfield_20518,number,jira.polaris:slider,0,0,,True,0,Unused
Documents,customfield_20519,string,com.atlassian.jira.plugin.system.customfieldtypes:url,0,0,,True,0,Unused
Effort,customfield_20516,number,jira.polaris:rating,0,0,,True,0,Unused
Idea short description,customfield_20517,string,com.atlassian.jira.plugin.system.customfieldtypes:textfield,0,0,,True,0,Unused
Category,customfield_20514,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,0,Unused
Value,customfield_20515,number,jira.polaris:rating,0,0,,True,0,Unused
Project start,customfield_20512,string,jira.polaris:interval,0,0,,True,0,Unused
Project target,customfield_20513,string,jira.polaris:interval,0,0,,True,0,Unused
Spec ready,customfield_20510,number,jira.polaris:boolean,0,0,,True,0,Unused
Designs ready,customfield_20511,number,jira.polaris:boolean,0,0,,True,0,Unused
Are you requesting LucidChart or Lucid Spark?,customfield_16255,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
Cube/Desk/Room Number,customfield_16012,string,com.atlassian.jira.plugin.system.customfieldtypes:textfield,0,0,,True,1,Unused
Can you perform your core job functions?,customfield_16011,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
Patch Publication Date,customfield_16494,string,com.atlassian.jira.plugin.system.customfieldtypes:readonlyfield,0,0,,True,1,Unused
Office Location,customfield_16010,string,com.atlassian.jira.plugin.system.customfieldtypes:textarea,0,0,,True,1,Unused
Is email working on the device?,customfield_16017,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
Product Classification,customfield_17106,option,com.atlassian.jira.plugin.system.customfieldtypes:radiobuttons,0,0,,True,1,Unused
Receiver,customfield_16016,string,com.atlassian.jira.plugin.system.customfieldtypes:textfield,0,0,,True,1,Unused
Sender,customfield_16015,string,com.atlassian.jira.plugin.system.customfieldtypes:textfield,0,0,,True,1,Unused
Finding Severity,customfield_16499,string,com.atlassian.jira.plugin.system.customfieldtypes:readonlyfield,0,0,,True,1,Unused
Is this working for anyone else?,customfield_16014,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
Can you access your email using the link below?,customfield_16018,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,1,Unused
Customer segments,customfield_20509,array,com.atlassian.jira.plugin.system.customfieldtypes:multicheckboxes,0,0,,True,0,Unused
Roadmap,customfield_20507,option,com.atlassian.jira.plugin.system.customfieldtypes:select,0,0,,True,0,Unused
Impact,customfield_20505,number,jira.polaris:rating,0,0,,True,0,Unused
Theme,customfield_20506,array,com.atlassian.jira.plugin.system.customfieldtypes:multicheckboxes,0,0,,True,0,Unused
Security or Compliance Risk,customfield_22925,array,com.atlassian.jira.plugin.system.customfieldtypes:multicheckboxes,0,0,,True,0,Unused
Atlassian project,customfield_17571,string,jira.polaris:atlassian-project,0,0,,True,1,Unused
Queue Groups,customfield_16486,array,com.atlassian.jira.plugin.system.customfieldtypes:multigrouppicker,0,0,,True,1,Unused
